Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H1,2004,2004,2004,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,959183,,,,959183,,13087227,,,0
H1,2005,2005,2005,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,17192,,,,17192,,20339,,,0
H1,2005,2005,2005,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,124920,,,,124920,,824023,,,0
H1,2005,2005,2005,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,704928,,,,704928,,384800,,,0
H1,2005,2005,2005,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,1403096,,,,1403096,,18372753,,,0
H1,2006,2006,2006,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,24894,,,,24894,,28047,,,0
H1,2006,2006,2006,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,124934,,,,124934,,760419,,,0
H1,2006,2006,2006,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,820911,,,,820911,,765102,,,0
H1,2006,2006,2006,6,1,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,1,,,,1,,1,,,0
H1,2006,2006,2006,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,1050668,,,,1050668,,15661247,,,0
H1,2007,2007,2007,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,13003,,,,13003,,24115,,,0
H1,2007,2007,2007,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,48636,,,,48636,,383116,,,0
H1,2007,2007,2007,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,613716,,,,613716,,498662,,,0
H1,2007,2007,2007,6,1,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,10989,,,,10989,,115370,,,0
H1,2007,2007,2007,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,2236585,,,,2236585,,35033720,,,0
H1,2008,2008,2008,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,43070,,,,43070,,174643,,,0
H1,2008,2008,2008,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,99471,,,,99471,,1136648,,,0
H1,2008,2008,2008,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,504822,,,,504822,,1039183,,,0
H1,2008,2008,2008,6,1,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,6419,,,,6419,,83351,,,0
H1,2008,2008,2008,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,1814257,,,,1814257,,36233603,,,0
H1,2009,2009,2009,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,27784,,,,27784,,43647,,,0
H1,2009,2009,2009,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,97003,,,,97003,,1049071,,,0
H1,2009,2009,2009,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,559046,,,,559046,,963777,,,0
H1,2009,2009,2009,6,1,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,10,,,,10,,10,,,0
H1,2009,2009,2009,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,1884055,,,,1884055,,27750861,,,0
